,NFL Team,W,L,T,PCT,PF,PA,Net Pts,Home,Road,Div,Pct,Conf,Pct.1,Non-Conf,Strk,Last 5,year
13,Denver BroncosBroncos,8,8,0,0.5,262.0,329.0,-67.0,7 - 1 - 0,1 - 7 - 0,4 - 4 - 0,0.5,7 - 5 - 0,0.583,1 - 3 - 0,1L,1 - 4 - 0,1992
14,Green Bay PackersPackers,9,7,0,0.563,276.0,296.0,-20.0,6 - 2 - 0,3 - 5 - 0,4 - 4 - 0,0.5,6 - 6 - 0,0.5,3 - 1 - 0,1L,4 - 1 - 0,1992
15,Indianapolis ColtsColts,9,7,0,0.563,216.0,302.0,-86.0,4 - 4 - 0,5 - 3 - 0,5 - 3 - 0,0.625,7 - 7 - 0,0.5,2 - 0 - 0,5W,5 - 0 - 0,1992
16,Washington CommandersRedskins,9,7,0,0.563,300.0,255.0,45.0,6 - 2 - 0,3 - 5 - 0,4 - 4 - 0,0.5,7 - 5 - 0,0.583,2 - 2 - 0,2L,3 - 2 - 0,1992
17,Kansas City ChiefsChiefs,10,6,0,0.625,348.0,282.0,66.0,7 - 1 - 0,3 - 5 - 0,6 - 2 - 0,0.75,8 - 4 - 0,0.667,2 - 2 - 0,1W,3 - 2 - 0,1992
18,Tennessee TitansOilers,10,6,0,0.625,352.0,258.0,94.0,5 - 3 - 0,5 - 3 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,3 - 1 - 0,2W,4 - 1 - 0,1992
19,Buffalo BillsBills,11,5,0,0.688,381.0,283.0,98.0,6 - 2 - 0,5 - 3 - 0,5 - 3 - 0,0.625,7 - 5 - 0,0.583,4 - 0 - 0,1L,2 - 3 - 0,1992
20,Los Angeles ChargersChargers,11,5,0,0.688,335.0,241.0,94.0,6 - 2 - 0,5 - 3 - 0,5 - 3 - 0,0.625,9 - 5 - 0,0.643,2 - 0 - 0,7W,5 - 0 - 0,1992
21,Miami DolphinsDolphins,11,5,0,0.688,340.0,281.0,59.0,6 - 2 - 0,5 - 3 - 0,5 - 3 - 0,0.625,9 - 3 - 0,0.75,2 - 2 - 0,3W,3 - 2 - 0,1992
22,Minnesota VikingsVikings,11,5,0,0.688,374.0,249.0,125.0,5 - 3 - 0,6 - 2 - 0,7 - 1 - 0,0.875,8 - 4 - 0,0.667,3 - 1 - 0,2W,3 - 2 - 0,1992
23,Philadelphia EaglesEagles,11,5,0,0.688,354.0,245.0,109.0,8 - 0 - 0,3 - 5 - 0,6 - 2 - 0,0.75,8 - 4 - 0,0.667,3 - 1 - 0,4W,4 - 1 - 0,1992
24,Pittsburgh SteelersSteelers,11,5,0,0.688,299.0,225.0,74.0,7 - 1 - 0,4 - 4 - 0,5 - 1 - 0,0.833,10 - 2 - 0,0.833,1 - 3 - 0,1W,3 - 2 - 0,1992
25,New Orleans SaintsSaints,12,4,0,0.75,330.0,202.0,128.0,6 - 2 - 0,6 - 2 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,3 - 1 - 0,1W,4 - 1 - 0,1992
26,Dallas CowboysCowboys,13,3,0,0.813,409.0,243.0,166.0,7 - 1 - 0,6 - 2 - 0,6 - 2 - 0,0.75,9 - 3 - 0,0.75,4 - 0 - 0,2W,4 - 1 - 0,1992
27,San Francisco 49ers49ers,14,2,0,0.875,431.0,236.0,195.0,7 - 1 - 0,7 - 1 - 0,6 - 0 - 0,1.0,11 - 1 - 0,0.917,3 - 1 - 0,8W,5 - 0 - 0,1992
0,Cincinnati BengalsBengals,3,13,0,0.188,187.0,319.0,-132.0,3 - 5 - 0,0 - 8 - 0,0 - 6 - 0,0.0,1 - 11 - 0,0.083,2 - 2 - 0,1L,2 - 3 - 0,1993
1,Indianapolis ColtsColts,4,12,0,0.25,189.0,378.0,-189.0,2 - 6 - 0,2 - 6 - 0,2 - 6 - 0,0.25,4 - 8 - 0,0.333,0 - 4 - 0,4L,1 - 4 - 0,1993
2,Washington CommandersRedskins,4,12,0,0.25,230.0,345.0,-115.0,3 - 5 - 0,1 - 7 - 0,1 - 7 - 0,0.125,3 - 9 - 0,0.25,1 - 3 - 0,2L,2 - 3 - 0,1993
3,Los Angeles RamsRams,5,11,0,0.313,221.0,367.0,-146.0,3 - 5 - 0,2 - 6 - 0,1 - 5 - 0,0.167,3 - 9 - 0,0.25,2 - 2 - 0,1W,2 - 3 - 0,1993
4,New England PatriotsPatriots,5,11,0,0.313,238.0,286.0,-48.0,3 - 5 - 0,2 - 6 - 0,2 - 6 - 0,0.25,4 - 10 - 0,0.286,1 - 1 - 0,4W,4 - 1 - 0,1993
5,Tampa Bay BuccaneersBuccaneers,5,11,0,0.313,237.0,376.0,-139.0,3 - 5 - 0,2 - 6 - 0,3 - 5 - 0,0.375,4 - 8 - 0,0.333,1 - 3 - 0,1L,2 - 3 - 0,1993
6,Atlanta FalconsFalcons,6,10,0,0.375,316.0,385.0,-69.0,4 - 4 - 0,2 - 6 - 0,4 - 2 - 0,0.667,5 - 7 - 0,0.417,1 - 3 - 0,3L,1 - 4 - 0,1993
7,Seattle SeahawksSeahawks,6,10,0,0.375,280.0,314.0,-34.0,4 - 4 - 0,2 - 6 - 0,1 - 7 - 0,0.125,6 - 8 - 0,0.429,0 - 2 - 0,1L,1 - 4 - 0,1993
8,Arizona CardinalsCardinals,7,9,0,0.438,326.0,269.0,57.0,4 - 4 - 0,3 - 5 - 0,4 - 4 - 0,0.5,6 - 8 - 0,0.429,1 - 1 - 0,3W,4 - 1 - 0,1993
9,Chicago BearsBears,7,9,0,0.438,234.0,230.0,4.0,3 - 5 - 0,4 - 4 - 0,3 - 5 - 0,0.375,5 - 7 - 0,0.417,2 - 2 - 0,4L,1 - 4 - 0,1993
10,Cleveland BrownsBrowns,7,9,0,0.438,304.0,307.0,-3.0,4 - 4 - 0,3 - 5 - 0,3 - 3 - 0,0.5,4 - 8 - 0,0.333,3 - 1 - 0,1L,2 - 3 - 0,1993
11,Los Angeles ChargersChargers,8,8,0,0.5,322.0,290.0,32.0,4 - 4 - 0,4 - 4 - 0,3 - 5 - 0,0.375,6 - 6 - 0,0.5,2 - 2 - 0,2W,3 - 2 - 0,1993
12,New Orleans SaintsSaints,8,8,0,0.5,317.0,343.0,-26.0,4 - 4 - 0,4 - 4 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,2 - 2 - 0,1W,1 - 4 - 0,1993
13,New York JetsJets,8,8,0,0.5,270.0,247.0,23.0,3 - 5 - 0,5 - 3 - 0,5 - 3 - 0,0.625,6 - 6 - 0,0.5,2 - 2 - 0,3L,1 - 4 - 0,1993
14,Philadelphia EaglesEagles,8,8,0,0.5,293.0,315.0,-22.0,3 - 5 - 0,5 - 3 - 0,3 - 5 - 0,0.375,6 - 6 - 0,0.5,2 - 2 - 0,3W,3 - 2 - 0,1993
15,Denver BroncosBroncos,9,7,0,0.563,373.0,284.0,89.0,5 - 3 - 0,4 - 4 - 0,4 - 4 - 0,0.5,8 - 4 - 0,0.667,1 - 3 - 0,2L,2 - 3 - 0,1993
16,Green Bay PackersPackers,9,7,0,0.563,340.0,282.0,58.0,6 - 2 - 0,3 - 5 - 0,4 - 4 - 0,0.5,6 - 6 - 0,0.5,3 - 1 - 0,1L,2 - 3 - 0,1993
17,Miami DolphinsDolphins,9,7,0,0.563,349.0,351.0,-2.0,4 - 4 - 0,5 - 3 - 0,4 - 4 - 0,0.5,6 - 6 - 0,0.5,3 - 1 - 0,5L,0 - 5 - 0,1993
18,Minnesota VikingsVikings,9,7,0,0.563,277.0,290.0,-13.0,4 - 4 - 0,5 - 3 - 0,6 - 2 - 0,0.75,7 - 5 - 0,0.583,2 - 2 - 0,3W,4 - 1 - 0,1993
19,Pittsburgh SteelersSteelers,9,7,0,0.563,308.0,281.0,27.0,6 - 2 - 0,3 - 5 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,2 - 2 - 0,1W,3 - 2 - 0,1993
20,Detroit LionsLions,10,6,0,0.625,298.0,292.0,6.0,5 - 3 - 0,5 - 3 - 0,4 - 4 - 0,0.5,8 - 6 - 0,0.571,2 - 0 - 0,2W,3 - 2 - 0,1993
21,Las Vegas RaidersRaiders,10,6,0,0.625,306.0,326.0,-20.0,5 - 3 - 0,5 - 3 - 0,5 - 3 - 0,0.625,7 - 5 - 0,0.583,3 - 1 - 0,1W,4 - 1 - 0,1993
22,San Francisco 49ers49ers,10,6,0,0.625,473.0,295.0,178.0,6 - 2 - 0,4 - 4 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,2 - 2 - 0,2L,2 - 3 - 0,1993
23,Kansas City ChiefsChiefs,11,5,0,0.688,328.0,291.0,37.0,7 - 1 - 0,4 - 4 - 0,7 - 1 - 0,0.875,9 - 3 - 0,0.75,2 - 2 - 0,1W,3 - 2 - 0,1993
24,New York GiantsGiants,11,5,0,0.688,288.0,205.0,83.0,6 - 2 - 0,5 - 3 - 0,5 - 3 - 0,0.625,9 - 3 - 0,0.75,2 - 2 - 0,2L,3 - 2 - 0,1993
25,Buffalo BillsBills,12,4,0,0.75,329.0,242.0,87.0,6 - 2 - 0,6 - 2 - 0,7 - 1 - 0,0.875,8 - 4 - 0,0.667,4 - 0 - 0,4W,4 - 1 - 0,1993
26,Dallas CowboysCowboys,12,4,0,0.75,376.0,229.0,147.0,6 - 2 - 0,6 - 2 - 0,7 - 1 - 0,0.875,10 - 2 - 0,0.833,2 - 2 - 0,5W,5 - 0 - 0,1993
27,Tennessee TitansOilers,12,4,0,0.75,368.0,238.0,130.0,7 - 1 - 0,5 - 3 - 0,6 - 0 - 0,1.0,10 - 2 - 0,0.833,2 - 2 - 0,11W,5 - 0 - 0,1993
0,Tennessee TitansOilers,2,14,0,0.125,226.0,352.0,-126.0,2 - 6 - 0,0 - 8 - 0,1 - 5 - 0,0.167,2 - 10 - 0,0.167,0 - 4 - 0,1W,1 - 4 - 0,1994
1,Cincinnati BengalsBengals,3,13,0,0.188,276.0,406.0,-130.0,2 - 6 - 0,1 - 7 - 0,1 - 5 - 0,0.167,2 - 10 - 0,0.167,1 - 3 - 0,1W,1 - 4 - 0,1994
2,Washington CommandersRedskins,3,13,0,0.188,320.0,412.0,-92.0,0 - 8 - 0,3 - 5 - 0,0 - 8 - 0,0.0,2 - 12 - 0,0.143,1 - 1 - 0,1W,1 - 4 - 0,1994
3,Los Angeles RamsRams,4,12,0,0.25,286.0,365.0,-79.0,3 - 5 - 0,1 - 7 - 0,0 - 6 - 0,0.0,2 - 10 - 0,0.167,2 - 2 - 0,7L,0 - 5 - 0,1994
4,New York JetsJets,6,10,0,0.375,264.0,320.0,-56.0,4 - 4 - 0,2 - 6 - 0,4 - 4 - 0,0.5,5 - 7 - 0,0.417,1 - 3 - 0,5L,0 - 5 - 0,1994
5,Seattle SeahawksSeahawks,6,10,0,0.375,287.0,323.0,-36.0,3 - 5 - 0,3 - 5 - 0,2 - 6 - 0,0.25,4 - 10 - 0,0.286,2 - 0 - 0,2L,2 - 3 - 0,1994
6,Tampa Bay BuccaneersBuccaneers,6,10,0,0.375,251.0,351.0,-100.0,4 - 4 - 0,2 - 6 - 0,2 - 6 - 0,0.25,5 - 9 - 0,0.357,1 - 1 - 0,1L,4 - 1 - 0,1994
7,Atlanta FalconsFalcons,7,9,0,0.438,317.0,385.0,-68.0,5 - 3 - 0,2 - 6 - 0,2 - 4 - 0,0.333,6 - 6 - 0,0.5,1 - 3 - 0,1W,2 - 3 - 0,1994
8,Buffalo BillsBills,7,9,0,0.438,340.0,356.0,-16.0,4 - 4 - 0,3 - 5 - 0,3 - 5 - 0,0.375,6 - 6 - 0,0.5,1 - 3 - 0,3L,1 - 4 - 0,1994
9,Denver BroncosBroncos,7,9,0,0.438,347.0,396.0,-49.0,4 - 4 - 0,3 - 5 - 0,4 - 4 - 0,0.5,6 - 6 - 0,0.5,1 - 3 - 0,3L,2 - 3 - 0,1994
10,New Orleans SaintsSaints,7,9,0,0.438,348.0,407.0,-59.0,3 - 5 - 0,4 - 4 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,1 - 3 - 0,1W,3 - 2 - 0,1994
11,Philadelphia EaglesEagles,7,9,0,0.438,308.0,308.0,0.0,5 - 3 - 0,2 - 6 - 0,3 - 5 - 0,0.375,6 - 6 - 0,0.5,1 - 3 - 0,7L,0 - 5 - 0,1994
12,Arizona CardinalsCardinals,8,8,0,0.5,235.0,267.0,-32.0,5 - 3 - 0,3 - 5 - 0,4 - 4 - 0,0.5,5 - 7 - 0,0.417,3 - 1 - 0,1L,3 - 2 - 0,1994
13,Indianapolis ColtsColts,8,8,0,0.5,307.0,320.0,-13.0,5 - 3 - 0,3 - 5 - 0,4 - 4 - 0,0.5,8 - 6 - 0,0.571,0 - 2 - 0,2W,3 - 2 - 0,1994
14,Chicago BearsBears,9,7,0,0.563,271.0,307.0,-36.0,5 - 3 - 0,4 - 4 - 0,3 - 5 - 0,0.375,6 - 6 - 0,0.5,3 - 1 - 0,1L,2 - 3 - 0,1994
15,Detroit LionsLions,9,7,0,0.563,357.0,342.0,15.0,6 - 2 - 0,3 - 5 - 0,4 - 4 - 0,0.5,7 - 5 - 0,0.583,2 - 2 - 0,1L,4 - 1 - 0,1994
16,Green Bay PackersPackers,9,7,0,0.563,382.0,287.0,95.0,7 - 1 - 0,2 - 6 - 0,6 - 2 - 0,0.75,8 - 4 - 0,0.667,1 - 3 - 0,3W,3 - 2 - 0,1994
